,0,1,2,3,4
0,"[(0.0, 0.0), (10.416666666666666, 9.954), (12.233333333333333, 9.098), (11.2, 8.818), (15.233333333333333, 11.574)]","[(10.883333333333333, 9.954), (0.0, 0.0), (11.583333333333334, 6.874), (7.366666666666666, 4.912), (15.25, 11.257)]","[(12.166666666666666, 9.745), (10.066666666666666, 6.527), (0.0, 0.0), (4.016666666666667, 2.474), (8.466666666666667, 5.569)]","[(10.033333333333333, 8.572), (7.416666666666667, 4.932), (6.4, 2.854), (0.0, 0.0), (10.033333333333333, 6.53)]","[(14.9, 11.328), (15.533333333333333, 11.649), (6.183333333333334, 3.955), (9.616666666666667, 6.274), (0.0, 0.0)]"
1,"[(0.0, 0.0), (12.766666666666667, 10.252), (3.4166666666666665, 1.517), (5.733333333333333, 2.346), (8.433333333333334, 3.056)]","[(7.5, 6.039), (0.0, 0.0), (9.483333333333333, 6.854), (11.8, 7.683), (11.366666666666667, 4.943)]","[(3.8333333333333335, 1.58), (14.733333333333333, 11.005), (2.183333333333333, 0.872), (4.95, 1.765), (10.066666666666666, 3.425)]","[(5.45, 2.395), (16.3, 11.82), (4.25, 1.751), (0.0, 0.0), (9.0, 3.39)]","[(8.566666666666666, 3.121), (17.35, 8.267), (9.633333333333333, 3.425), (12.566666666666666, 5.457), (6.583333333333333, 2.085)]"
2,"[(0.0, 0.0), (13.016666666666667, 8.439), (12.3, 5.231), (5.15, 1.619), (8.883333333333333, 3.575)]","[(11.833333333333334, 7.803), (0.16666666666666666, 0.141), (5.516666666666667, 3.123), (6.866666666666666, 6.274), (4.533333333333333, 4.29)]","[(11.866666666666667, 5.292), (5.15, 2.929), (0.0, 0.0), (8.55, 4.517), (6.816666666666666, 3.71)]","[(4.95, 1.54), (8.183333333333334, 7.007), (8.816666666666666, 4.284), (0.0, 0.0), (2.85, 2.204)]","[(7.916666666666667, 3.696), (6.183333333333334, 5.202), (6.65, 3.311), (2.95, 2.167), (0.35, 0.222)]"
3,"[(0.5166666666666667, 0.191), (5.75, 2.01), (11.983333333333333, 4.063), (21.733333333333334, 8.86), (8.0, 3.081)]","[(7.283333333333333, 2.031), (0.18333333333333332, 0.079), (8.15, 2.808), (17.35, 5.148), (4.166666666666667, 1.826)]","[(13.033333333333333, 3.951), (7.85, 3.008), (0.23333333333333334, 0.072), (10.9, 3.209), (6.2, 2.28)]","[(23.066666666666666, 8.849), (17.883333333333333, 7.906), (10.416666666666666, 3.701), (0.0, 0.0), (14.516666666666667, 6.635)]","[(9.35, 3.068), (4.166666666666667, 2.125), (6.65, 2.39), (14.933333333333334, 6.066), (0.0, 0.0)]"
4,"[(0.0, 0.0), (5.033333333333333, 1.519), (5.816666666666666, 2.034), (2.3833333333333333, 0.902), (3.7333333333333334, 1.704)]","[(4.116666666666666, 1.619), (0.0, 0.0), (5.7, 1.948), (4.15, 1.58), (7.266666666666667, 2.557)]","[(6.733333333333333, 2.153), (5.866666666666666, 1.839), (0.0, 0.0), (4.55, 1.29), (4.266666666666667, 1.534)]","[(2.3666666666666667, 1.039), (3.5833333333333335, 1.373), (3.433333333333333, 1.131), (0.4, 0.168), (3.216666666666667, 1.461)]","[(3.7333333333333334, 1.64), (7.316666666666666, 2.491), (3.783333333333333, 1.508), (3.6, 1.345), (0.0, 0.0)]"
5,"[(0.0, 0.0), (5.5, 2.005), (2.8833333333333333, 1.115), (5.716666666666667, 1.675), (7.7, 5.69)]","[(4.533333333333333, 1.384), (0.23333333333333334, 0.099), (5.683333333333334, 1.788), (6.6, 1.846), (9.8, 6.295)]","[(3.1166666666666667, 1.161), (7.55, 2.209), (0.0, 0.0), (3.75, 1.393), (7.933333333333334, 6.726)]","[(6.283333333333333, 1.715), (5.133333333333334, 1.131), (5.116666666666666, 1.405), (0.0, 0.0), (8.716666666666667, 6.454)]","[(5.583333333333333, 2.371), (6.233333333333333, 2.399), (4.416666666666667, 2.061), (3.65, 1.591), (0.0, 0.0)]"
6,"[(0.0, 0.0), (4.816666666666666, 1.561), (4.416666666666667, 1.719), (9.45, 2.899), (8.516666666666667, 4.311)]","[(9.083333333333334, 2.311), (0.7666666666666667, 0.255), (9.483333333333333, 2.925), (14.95, 4.023), (13.766666666666667, 5.535)]","[(6.466666666666667, 1.721), (11.35, 3.283), (0.3, 0.092), (9.7, 3.236), (8.466666666666667, 4.262)]","[(9.75, 2.892), (14.633333333333333, 4.454), (9.75, 4.631), (0.0, 0.0), (9.883333333333333, 4.725)]","[(7.8, 3.802), (12.683333333333334, 5.364), (7.35, 3.361), (14.25, 5.505), (0.0, 0.0)]"
7,"[(0.0, 0.0), (8.133333333333333, 2.737), (9.716666666666667, 4.597), (5.3, 1.583), (12.85, 4.479)]","[(7.166666666666667, 2.777), (0.0, 0.0), (5.466666666666667, 2.191), (6.216666666666667, 1.976), (6.916666666666667, 2.388)]","[(7.583333333333333, 3.745), (9.3, 2.755), (0.0, 0.0), (7.733333333333333, 2.966), (6.166666666666667, 2.653)]","[(6.616666666666666, 2.002), (6.366666666666666, 1.855), (10.166666666666666, 3.229), (0.0, 0.0), (12.916666666666666, 3.588)]","[(12.833333333333334, 4.778), (7.6, 2.701), (8.233333333333333, 3.037), (13.0, 3.999), (0.1, 0.032)]"
8,"[(0.0, 0.0), (4.683333333333334, 1.863), (4.4, 1.792), (3.066666666666667, 2.131), (4.2, 1.775)]","[(2.816666666666667, 1.245), (0.2, 0.198), (7.233333333333333, 3.038), (2.433333333333333, 1.906), (7.016666666666667, 3.021)]","[(4.383333333333334, 1.823), (8.833333333333334, 3.658), (0.45, 0.147), (7.15, 3.926), (4.366666666666666, 1.855)]","[(2.183333333333333, 1.604), (5.15, 1.83), (6.6, 3.397), (0.0, 0.0), (6.383333333333334, 3.38)]","[(4.516666666666667, 1.804), (8.966666666666667, 3.639), (4.35, 1.763), (7.283333333333333, 3.907), (0.0, 0.0)]"
9,"[(1.1666666666666667, 0.312), (6.316666666666666, 4.143), (9.766666666666667, 5.449), (3.45, 1.53), (6.55, 3.074)]","[(4.783333333333333, 2.844), (0.0, 0.0), (6.566666666666666, 3.387), (3.6, 2.164), (7.016666666666667, 2.842)]","[(10.983333333333333, 5.823), (9.05, 4.272), (0.0, 0.0), (9.8, 5.143), (6.116666666666666, 2.495)]","[(3.25, 1.38), (5.966666666666667, 2.687), (6.45, 3.743), (0.35, 0.136), (4.466666666666667, 1.526)]","[(5.716666666666667, 2.98), (10.616666666666667, 4.426), (6.2, 2.708), (5.483333333333333, 3.002), (0.0, 0.0)]"
